Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
1522,Reservar local,Anthony Bruce,En proceso,Comprar materiales,84
1523,Reservar local,Bryce Jones,En proceso,Ejecutar evento,57
1524,Comprar materiales,Heather Craig,Finalizado,Comprar materiales,47
1525,Enviar invitaciones,Alexandra Murphy,Finalizado,Reservar local,89
1526,Decorar,Casey Harvey,Pendiente,Decorar,15
1527,Decorar,Ashley Cain,En proceso,Comprar materiales,47
1528,Decorar,Terri Hudson,Finalizado,Comprar materiales,53
1529,Enviar invitaciones,Angela Horton,Pendiente,Enviar invitaciones,60
1530,Comprar materiales,James Gray,Finalizado,Reservar local,17
1531,Reservar local,Heidi Owens,Finalizado,Ejecutar evento,56
1532,Ejecutar evento,Travis Carter,Pendiente,Reservar local,19
1533,Ejecutar evento,Carrie Casey,Pendiente,Ejecutar evento,68
1534,Enviar invitaciones,Albert Edwards,En proceso,Enviar invitaciones,79
1535,Decorar,Bethany Johnson,Finalizado,Comprar materiales,26
1536,Enviar invitaciones,Paul Dunn,Finalizado,Reservar local,50
1537,Reservar local,Eugene Poole,Finalizado,Reservar local,35
1538,Reservar local,Barbara Carter,Finalizado,Comprar materiales,27
1539,Ejecutar evento,Susan Gutierrez,Finalizado,Decorar,41
1540,Decorar,Sophia Lindsey,Finalizado,Comprar materiales,47
1541,Enviar invitaciones,Ryan Hanson,En proceso,Comprar materiales,77
1542,Enviar invitaciones,Connie Chapman,En proceso,Decorar,52
1543,Ejecutar evento,Charles Hardy,Finalizado,Decorar,42
1544,Enviar invitaciones,Crystal Ortiz,Finalizado,Enviar invitaciones,37
1545,Comprar materiales,Sarah Jensen,Pendiente,Ejecutar evento,37
1546,Reservar local,Linda Butler MD,Finalizado,Comprar materiales,67
1547,Reservar local,Traci Rodriguez,Pendiente,Decorar,89
1548,Ejecutar evento,Charles Adams,Pendiente,Reservar local,66
1549,Reservar local,Michael Hart,En proceso,Ejecutar evento,46
1550,Enviar invitaciones,Wendy Dennis,Pendiente,Enviar invitaciones,66
1551,Reservar local,Christopher Williams,En proceso,Ejecutar evento,70
1552,Reservar local,Christopher Lopez,Finalizado,Decorar,43
1553,Decorar,Frank Chung,Finalizado,Comprar materiales,84
1554,Ejecutar evento,Gabrielle Morrison,En proceso,Comprar materiales,21
1555,Enviar invitaciones,Ellen Reyes,Finalizado,Reservar local,25
1556,Decorar,Craig Davis,Finalizado,Decorar,48
1557,Enviar invitaciones,Lauren Bell,En proceso,Decorar,42
1558,Enviar invitaciones,Jessica George,Pendiente,Decorar,51
1559,Comprar materiales,Sean Brewer,En proceso,Decorar,76
1560,Reservar local,Kathy Mahoney,En proceso,Comprar materiales,83
1561,Ejecutar evento,Matthew Carpenter,Pendiente,Decorar,71
1562,Enviar invitaciones,Sandra Scott,Finalizado,Reservar local,21
1563,Decorar,Megan Franklin,Finalizado,Decorar,38
1564,Comprar materiales,Gregory Fleming,Pendiente,Reservar local,35
1565,Comprar materiales,Scott Fernandez,Pendiente,Reservar local,82
1566,Enviar invitaciones,Christopher Hernandez,En proceso,Reservar local,61
1567,Ejecutar evento,Mrs. Brandi Young DVM,Finalizado,Reservar local,20
1568,Reservar local,Jennifer Dennis,En proceso,Reservar local,83
1569,Comprar materiales,Virginia Ramos,Pendiente,Decorar,57
1570,Enviar invitaciones,Colton Wood,Pendiente,Decorar,52
1571,Enviar invitaciones,Lindsey Robbins,En proceso,Comprar materiales,66
1572,Enviar invitaciones,Charles Bright,Finalizado,Reservar local,32
1573,Comprar materiales,Mary Davis,Pendiente,Decorar,64
1574,Decorar,Steven Owens,En proceso,Comprar materiales,32
1575,Reservar local,Justin Walker,Finalizado,Ejecutar evento,37
1576,Comprar materiales,John Smith Jr.,Finalizado,Comprar materiales,21
1577,Decorar,Rebecca Terry,Finalizado,Decorar,44
1578,Decorar,Christopher Lane,Finalizado,Reservar local,15
1579,Comprar materiales,Debra Snyder,Finalizado,Decorar,23
1580,Ejecutar evento,Larry Walker,En proceso,Enviar invitaciones,37
1581,Comprar materiales,Michael Wallace,Pendiente,Enviar invitaciones,20
1582,Enviar invitaciones,Thomas Ortiz,Finalizado,Ejecutar evento,67
1583,Decorar,Kimberly Foster,En proceso,Reservar local,45
1584,Reservar local,Bradley Sanchez,Pendiente,Reservar local,79
1585,Ejecutar evento,Edward Henderson,Finalizado,Reservar local,57
1586,Enviar invitaciones,Phillip Baker,Finalizado,Ejecutar evento,77
1587,Enviar invitaciones,Julia Willis,Pendiente,Ejecutar evento,45
1588,Ejecutar evento,Samantha Jackson,Finalizado,Comprar materiales,22
1589,Enviar invitaciones,Willie Bailey,Pendiente,Ejecutar evento,38
1590,Comprar materiales,Angela Watts,En proceso,Enviar invitaciones,29
1591,Decorar,Thomas Reyes,Pendiente,Enviar invitaciones,48
1592,Reservar local,Kimberly Pollard,En proceso,Enviar invitaciones,77
1593,Decorar,Daniel Morgan,Pendiente,Decorar,45
1594,Decorar,Lori Kramer,Pendiente,Reservar local,23
1595,Reservar local,Vincent Juarez,Pendiente,Reservar local,38
1596,Ejecutar evento,Kristen Cisneros,Pendiente,Ejecutar evento,74
1597,Enviar invitaciones,Michelle Smith,En proceso,Decorar,42
1598,Enviar invitaciones,John Charles,En proceso,Ejecutar evento,39
1599,Decorar,Carrie Washington,Finalizado,Comprar materiales,15
1600,Comprar materiales,Karen Fisher,En proceso,Enviar invitaciones,58
1601,Comprar materiales,Anthony Vasquez,Finalizado,Enviar invitaciones,74
1602,Comprar materiales,Dan Estrada,Pendiente,Ejecutar evento,23
1603,Comprar materiales,Chelsea Aguirre,En proceso,Comprar materiales,59
1604,Reservar local,Jessica Anderson,Pendiente,Decorar,36
1605,Enviar invitaciones,Breanna Miller,Pendiente,Comprar materiales,17
1606,Enviar invitaciones,Terrence Short,Pendiente,Comprar materiales,61
1607,Comprar materiales,Joseph Young,En proceso,Reservar local,45
1608,Enviar invitaciones,Jonathan Holland,Finalizado,Reservar local,43
1609,Ejecutar evento,David King,Pendiente,Reservar local,20
1610,Comprar materiales,James Murphy,Finalizado,Decorar,47
1611,Comprar materiales,Ebony Cole,En proceso,Ejecutar evento,59
1612,Enviar invitaciones,Joseph Hart DDS,Pendiente,Comprar materiales,60
1613,Comprar materiales,Michael Rodriguez,Finalizado,Decorar,20
1614,Comprar materiales,Donna Moran,Pendiente,Reservar local,49
1615,Enviar invitaciones,Lee Daniels,Finalizado,Reservar local,77
1616,Ejecutar evento,James Vasquez,Pendiente,Reservar local,57
1617,Enviar invitaciones,Jody Wood,En proceso,Reservar local,61
1618,Comprar materiales,Victoria Malone,Finalizado,Reservar local,64
1619,Reservar local,Robert Ibarra,Pendiente,Comprar materiales,64
1620,Enviar invitaciones,Anna Huang,En proceso,Ejecutar evento,47
1621,Enviar invitaciones,Emily Graves,Pendiente,Comprar materiales,60
1622,Reservar local,Christopher Hart,En proceso,Reservar local,62
1623,Ejecutar evento,Frank Mendoza,Finalizado,Comprar materiales,15
1624,Enviar invitaciones,Raymond Frost,Pendiente,Ejecutar evento,24
1625,Reservar local,Laura Clark,Finalizado,Ejecutar evento,29
1626,Ejecutar evento,Lance Long,Pendiente,Decorar,66
1627,Reservar local,Lindsey Gilbert,En proceso,Ejecutar evento,88
1628,Comprar materiales,Ashley Bennett,En proceso,Reservar local,75
1629,Reservar local,James Turner,Pendiente,Reservar local,39
1630,Enviar invitaciones,Mr. Michael King DDS,Pendiente,Enviar invitaciones,63
1631,Decorar,Ronald Hernandez,Pendiente,Decorar,49
1632,Decorar,Dr. Anthony White,Pendiente,Ejecutar evento,25
1633,Decorar,Sheila Bradley,En proceso,Enviar invitaciones,37
1634,Ejecutar evento,Jacqueline Allen,En proceso,Reservar local,15
1635,Ejecutar evento,Jennifer Ford,Finalizado,Decorar,28
1636,Ejecutar evento,Michael Henry,Finalizado,Reservar local,19
1637,Ejecutar evento,Elaine Payne,Pendiente,Decorar,21
1638,Comprar materiales,Thomas Johnson,En proceso,Comprar materiales,44
1639,Ejecutar evento,Kayla Foster,En proceso,Decorar,75
1640,Enviar invitaciones,Cynthia Graham,Pendiente,Reservar local,33
1641,Comprar materiales,Daniel Frazier,Finalizado,Comprar materiales,73
1642,Comprar materiales,Jake Williams,En proceso,Enviar invitaciones,29
1643,Decorar,Tina Jones,Finalizado,Enviar invitaciones,82
1644,Decorar,Katherine Cooper,Pendiente,Enviar invitaciones,43
1645,Reservar local,John Rodriguez,Pendiente,Decorar,29
1646,Decorar,Travis Johnson,En proceso,Comprar materiales,32
1647,Decorar,Jeremy Andrews,Finalizado,Decorar,24
1648,Enviar invitaciones,Jesus Rasmussen,En proceso,Comprar materiales,31
1649,Decorar,Tammy Doyle,En proceso,Ejecutar evento,17
1650,Ejecutar evento,Danielle Williamson,En proceso,Comprar materiales,83
1651,Reservar local,Joanne Glenn,Finalizado,Ejecutar evento,50
1652,Ejecutar evento,Hannah Dyer,En proceso,Comprar materiales,37
1653,Ejecutar evento,Ashley Kennedy,Finalizado,Decorar,84
1654,Comprar materiales,Jamie Velasquez,Finalizado,Ejecutar evento,61
1655,Decorar,Timothy Wise,En proceso,Comprar materiales,15
1656,Comprar materiales,Michael Simmons,En proceso,Comprar materiales,73
1657,Comprar materiales,David Webb,En proceso,Comprar materiales,33
1658,Ejecutar evento,George Hensley,Pendiente,Enviar invitaciones,48
1659,Reservar local,Cassandra James,Finalizado,Comprar materiales,65
1660,Enviar invitaciones,Philip Huang,Finalizado,Decorar,62
1661,Decorar,Dalton Farmer,Pendiente,Enviar invitaciones,43
1662,Decorar,Terri Lambert,Pendiente,Enviar invitaciones,72
1663,Enviar invitaciones,Nancy Johnson MD,Pendiente,Ejecutar evento,76
1664,Enviar invitaciones,Stacey Andrews,Finalizado,Reservar local,70
1665,Decorar,Paul Cruz,En proceso,Enviar invitaciones,45
1666,Ejecutar evento,Sean Walter,En proceso,Decorar,70
1667,Decorar,John Walker,En proceso,Decorar,46
1668,Comprar materiales,Joy Ward,Finalizado,Reservar local,16
1669,Ejecutar evento,Sean Rios,En proceso,Decorar,32
1670,Ejecutar evento,Danielle Robbins,Finalizado,Decorar,49
1671,Reservar local,Joshua Aguilar,Finalizado,Comprar materiales,55
1672,Reservar local,Megan Preston,Finalizado,Enviar invitaciones,73
1673,Decorar,Nicole White,En proceso,Comprar materiales,27
1674,Reservar local,Stephanie Anderson,En proceso,Decorar,68
1675,Comprar materiales,Linda Arnold,En proceso,Enviar invitaciones,19
1676,Decorar,Brian Ball,Finalizado,Ejecutar evento,61
1677,Comprar materiales,Ronald Myers,En proceso,Ejecutar evento,65
1678,Reservar local,Christina Phelps,Pendiente,Comprar materiales,89
1679,Ejecutar evento,Marcus Pittman,Finalizado,Enviar invitaciones,85
1680,Enviar invitaciones,Carrie Johnson,Pendiente,Reservar local,79
1681,Comprar materiales,Teresa Harrison,Pendiente,Reservar local,76
1682,Comprar materiales,Jordan Peterson,Pendiente,Enviar invitaciones,47
1683,Ejecutar evento,Jade Cook,Finalizado,Comprar materiales,58
1684,Comprar materiales,Alicia Holmes,En proceso,Enviar invitaciones,62
1685,Decorar,Cynthia Christensen,Finalizado,Ejecutar evento,61
1686,Reservar local,Mark Reed,Finalizado,Ejecutar evento,58
1687,Decorar,Peter Taylor,Finalizado,Ejecutar evento,29
1688,Comprar materiales,Kevin Hicks,Finalizado,Enviar invitaciones,75
1689,Enviar invitaciones,Mary Barrett,Pendiente,Comprar materiales,59
1690,Enviar invitaciones,Jeffrey Duncan,Pendiente,Enviar invitaciones,58
1691,Reservar local,Julie Garner,Pendiente,Decorar,64
1692,Enviar invitaciones,Daniel Wells,Finalizado,Reservar local,54
1693,Decorar,Jason Green,Pendiente,Comprar materiales,23
1694,Enviar invitaciones,Alexis Walker,En proceso,Ejecutar evento,89
1695,Enviar invitaciones,Rhonda Smith,Finalizado,Decorar,22
1696,Reservar local,Johnny Oliver,Pendiente,Ejecutar evento,88
1697,Decorar,John Kelly,Finalizado,Comprar materiales,70
1698,Reservar local,Kathryn Stanley,En proceso,Comprar materiales,83
1699,Reservar local,Austin Frost,En proceso,Reservar local,27
1700,Reservar local,Jeffrey Stevens,Finalizado,Comprar materiales,74
1701,Comprar materiales,Dan Gates,Pendiente,Enviar invitaciones,19
1702,Enviar invitaciones,Erin Tyler,Finalizado,Reservar local,57
1703,Enviar invitaciones,Ronald Gibbs,Pendiente,Reservar local,89
1704,Decorar,Melissa Harmon,En proceso,Decorar,89
1705,Reservar local,Michael Coleman,Finalizado,Decorar,51
1706,Reservar local,Kirk Montoya,En proceso,Reservar local,62
1707,Enviar invitaciones,Alexandra Ayala,Finalizado,Ejecutar evento,40
1708,Ejecutar evento,Stephanie Wilson,Finalizado,Ejecutar evento,80
1709,Enviar invitaciones,Christopher Cannon,Pendiente,Decorar,31
1710,Enviar invitaciones,Judith Smith,Finalizado,Ejecutar evento,29
1711,Comprar materiales,Ricky Henry,Finalizado,Reservar local,77
1712,Reservar local,Karina Miranda,Pendiente,Comprar materiales,61
1713,Ejecutar evento,Megan Long,Pendiente,Reservar local,35
1714,Decorar,Lauren Thompson,Finalizado,Decorar,75
1715,Decorar,Dillon Lee,Pendiente,Ejecutar evento,84
1716,Ejecutar evento,Alexander Zuniga,En proceso,Comprar materiales,87
1717,Enviar invitaciones,Thomas Ward,Finalizado,Enviar invitaciones,49
1718,Enviar invitaciones,Tiffany Murphy,Finalizado,Decorar,15
1719,Decorar,Kimberly Gonzalez,Finalizado,Decorar,38
1720,Decorar,Ashley Snyder,Finalizado,Comprar materiales,28
1721,Enviar invitaciones,Laura Walker,Finalizado,Enviar invitaciones,61
1722,Decorar,Courtney Padilla,En proceso,Comprar materiales,50
1723,Reservar local,James Galloway,En proceso,Ejecutar evento,65
1724,Ejecutar evento,Jared Jackson,Pendiente,Ejecutar evento,38
1725,Comprar materiales,Christian Lopez,Finalizado,Comprar materiales,74
1726,Comprar materiales,Lori Hernandez,Pendiente,Enviar invitaciones,78
1727,Comprar materiales,Brian Simmons,Finalizado,Decorar,46
1728,Comprar materiales,Charles Parker,Pendiente,Enviar invitaciones,43
1729,Reservar local,Linda Rasmussen,Pendiente,Ejecutar evento,28
1730,Reservar local,Patricia Garrett,Pendiente,Ejecutar evento,86
1731,Decorar,Samuel White,En proceso,Ejecutar evento,25
1732,Enviar invitaciones,Diana Brock,En proceso,Reservar local,39
1733,Decorar,Tina Conrad,En proceso,Ejecutar evento,64
1734,Ejecutar evento,John Vaughn,Finalizado,Ejecutar evento,25
1735,Comprar materiales,Christina Brown,Pendiente,Decorar,20
1736,Comprar materiales,Rachel Alexander,Finalizado,Ejecutar evento,74
1737,Reservar local,Jennifer Colon,Pendiente,Decorar,73
1738,Ejecutar evento,Michael Joyce,En proceso,Reservar local,44
1739,Ejecutar evento,John Wilson,En proceso,Decorar,71
1740,Enviar invitaciones,Robert Sharp,En proceso,Decorar,32
1741,Reservar local,Shawn Sanders,Pendiente,Decorar,78
1742,Reservar local,Robin Marshall,Pendiente,Comprar materiales,85
1743,Ejecutar evento,Jennifer Diaz,Pendiente,Decorar,88
1744,Enviar invitaciones,Shawn Guzman,Finalizado,Comprar materiales,38
1745,Comprar materiales,Ralph Adams,En proceso,Decorar,51
1746,Ejecutar evento,Michelle Hernandez,En proceso,Comprar materiales,59
1747,Comprar materiales,Jamie Campbell,Finalizado,Ejecutar evento,55
1748,Ejecutar evento,Susan Contreras,Pendiente,Ejecutar evento,84
1749,Comprar materiales,Beth Lambert,Pendiente,Decorar,35
1750,Ejecutar evento,Sarah Booth,Finalizado,Enviar invitaciones,17
1751,Enviar invitaciones,Christopher Thompson,Pendiente,Comprar materiales,48
1752,Ejecutar evento,Paige Smith,Finalizado,Reservar local,46
1753,Comprar materiales,Alexander Mason,Pendiente,Comprar materiales,89
1754,Enviar invitaciones,Karen Knapp,En proceso,Comprar materiales,38
1755,Decorar,Sergio Meadows,Pendiente,Comprar materiales,16
1756,Comprar materiales,Tiffany Fuller,Pendiente,Reservar local,20
1757,Comprar materiales,Cody Wang,En proceso,Comprar materiales,26
1758,Comprar materiales,Richard Chan,Finalizado,Enviar invitaciones,26
1759,Ejecutar evento,Julie Nelson,Finalizado,Decorar,34
1760,Decorar,Kevin Crosby,En proceso,Decorar,55
1761,Ejecutar evento,Joshua Hall,Pendiente,Ejecutar evento,62
1762,Comprar materiales,Ruth Maxwell,Finalizado,Ejecutar evento,18
1763,Ejecutar evento,David Bolton,En proceso,Reservar local,18
1764,Reservar local,William Wright,Finalizado,Comprar materiales,23
1765,Decorar,Tara Mcdaniel,Pendiente,Reservar local,37
1766,Reservar local,James Williams,Pendiente,Reservar local,74
1767,Decorar,Billy Webb,Pendiente,Comprar materiales,76
1768,Decorar,Samantha Ford,En proceso,Ejecutar evento,76
1769,Ejecutar evento,Alexander Cooper,En proceso,Enviar invitaciones,27
1770,Decorar,Karen Mcdonald,Finalizado,Enviar invitaciones,84
1771,Enviar invitaciones,Susan Campos,Finalizado,Reservar local,55
1772,Decorar,Dr. Andrew Wu,En proceso,Enviar invitaciones,42
1773,Ejecutar evento,April Simpson,Finalizado,Ejecutar evento,28
1774,Comprar materiales,Erica Myers,Pendiente,Comprar materiales,26
1775,Enviar invitaciones,Steven Adams,Pendiente,Reservar local,59
1776,Comprar materiales,Joseph Schultz,Finalizado,Reservar local,48
1777,Enviar invitaciones,Emily Sims,Pendiente,Ejecutar evento,88
1778,Comprar materiales,Kevin Garcia,Finalizado,Ejecutar evento,41
1779,Reservar local,Sarah Peters,Pendiente,Comprar materiales,44
1780,Ejecutar evento,Taylor Schmitt,Pendiente,Enviar invitaciones,68
1781,Reservar local,Sarah Vasquez,En proceso,Ejecutar evento,48
1782,Decorar,Barbara Fisher,En proceso,Enviar invitaciones,41
1783,Enviar invitaciones,Tracy Davis,En proceso,Ejecutar evento,44
1784,Enviar invitaciones,Sarah Reynolds,En proceso,Decorar,61
1785,Comprar materiales,Nancy Ferrell,Pendiente,Decorar,52
1786,Comprar materiales,Michael Martin,En proceso,Decorar,38
1787,Decorar,Amy Bell,En proceso,Decorar,34
1788,Reservar local,Amy Washington,Finalizado,Decorar,84
1789,Reservar local,Rick Pierce,En proceso,Enviar invitaciones,35
1790,Comprar materiales,Jodi Martin,En proceso,Decorar,87
1791,Enviar invitaciones,Michael Young,Pendiente,Comprar materiales,52
1792,Comprar materiales,Kathryn Castro,En proceso,Enviar invitaciones,77
1793,Reservar local,Joanne Thompson,Finalizado,Ejecutar evento,42
1794,Decorar,Tommy Brown,En proceso,Comprar materiales,85
1795,Enviar invitaciones,Jennifer Gilbert,Finalizado,Comprar materiales,78
1796,Ejecutar evento,Amber Wong,En proceso,Enviar invitaciones,54
1797,Ejecutar evento,Rick Johnson,Pendiente,Ejecutar evento,79
1798,Comprar materiales,Mary Mata,Pendiente,Ejecutar evento,43
1799,Reservar local,Leslie Salinas,Finalizado,Enviar invitaciones,52
1800,Ejecutar evento,Stephanie Taylor,Pendiente,Comprar materiales,33
1801,Decorar,Robert Lara,Finalizado,Comprar materiales,39
1802,Ejecutar evento,Kristen Hernandez,Finalizado,Decorar,39
1803,Enviar invitaciones,Richard Vasquez,Finalizado,Decorar,52
1804,Decorar,Natalie Morton,Pendiente,Ejecutar evento,61
1805,Ejecutar evento,Sarah Watson,En proceso,Comprar materiales,43
1806,Decorar,Whitney Thomas,Finalizado,Enviar invitaciones,81
1807,Ejecutar evento,Diana Alvarado,En proceso,Ejecutar evento,88
1808,Reservar local,Mary Mcmahon,En proceso,Ejecutar evento,85
1809,Reservar local,Michael Phillips,En proceso,Ejecutar evento,27
1810,Decorar,Sarah Phillips,Finalizado,Reservar local,87
1811,Reservar local,Melody Roberts,En proceso,Reservar local,44
1812,Comprar materiales,Jennifer Fields,Pendiente,Enviar invitaciones,51
1813,Ejecutar evento,April Snyder,En proceso,Enviar invitaciones,71
1814,Enviar invitaciones,Marie Gross,Pendiente,Decorar,35
1815,Enviar invitaciones,Jody Bradford,Finalizado,Reservar local,30
1816,Decorar,Yesenia Bauer,Finalizado,Decorar,69
1817,Decorar,Douglas Johnson,Finalizado,Enviar invitaciones,44
1818,Enviar invitaciones,Matthew Beasley,En proceso,Ejecutar evento,65
1819,Enviar invitaciones,Jackie Taylor,En proceso,Comprar materiales,41
1820,Decorar,Christopher Sanchez,En proceso,Enviar invitaciones,67
1821,Decorar,Kathleen Collins,En proceso,Reservar local,74
1822,Ejecutar evento,James Clark,En proceso,Enviar invitaciones,86
1823,Enviar invitaciones,Jeremy Martinez,En proceso,Decorar,17
1824,Enviar invitaciones,Samantha Banks,Pendiente,Enviar invitaciones,40
1825,Comprar materiales,Lisa Young,Finalizado,Enviar invitaciones,82
1826,Enviar invitaciones,Matthew Flynn,Pendiente,Comprar materiales,18
1827,Decorar,Scott Carrillo,En proceso,Comprar materiales,62
1828,Decorar,Ruben Jackson,Pendiente,Enviar invitaciones,19
1829,Reservar local,Christopher Ruiz,Finalizado,Ejecutar evento,59
1830,Comprar materiales,Dawn Obrien,Pendiente,Decorar,68
1831,Reservar local,Adam Franklin,Finalizado,Ejecutar evento,48
1832,Comprar materiales,Brenda Green,Finalizado,Enviar invitaciones,24
1833,Enviar invitaciones,Sharon Alvarez,En proceso,Decorar,70
1834,Comprar materiales,Kimberly Klein,Pendiente,Decorar,71
1835,Enviar invitaciones,Donna Richardson,En proceso,Enviar invitaciones,69
1836,Ejecutar evento,Hannah Martinez,Finalizado,Ejecutar evento,44
1837,Reservar local,Christine Patton,Pendiente,Enviar invitaciones,48
1838,Reservar local,Kevin Reed,En proceso,Comprar materiales,37
1839,Ejecutar evento,Kevin Roberson,En proceso,Comprar materiales,28
1840,Reservar local,David Clay,En proceso,Reservar local,41
1841,Decorar,Andrew Williams,Pendiente,Decorar,78
1842,Ejecutar evento,Jeremy Ramirez,En proceso,Reservar local,74
1843,Ejecutar evento,Michael Rubio,Pendiente,Decorar,52
1844,Decorar,Marcia Ramirez,En proceso,Enviar invitaciones,67
1845,Enviar invitaciones,Mr. Nicholas Ross,Finalizado,Comprar materiales,37
1846,Ejecutar evento,Raymond Mcmahon,Pendiente,Decorar,84
1847,Enviar invitaciones,Victoria Nguyen,En proceso,Decorar,45
1848,Decorar,Brian Gutierrez,Finalizado,Ejecutar evento,54
1849,Decorar,Jordan Irwin,En proceso,Enviar invitaciones,52
1850,Enviar invitaciones,Matthew Thompson,Pendiente,Enviar invitaciones,18
1851,Comprar materiales,Marilyn Parrish,Pendiente,Comprar materiales,87
1852,Enviar invitaciones,Danny Ellison,Pendiente,Enviar invitaciones,25
1853,Comprar materiales,Timothy Hicks MD,En proceso,Decorar,22
1854,Comprar materiales,Thomas Murphy,Pendiente,Reservar local,73
1855,Comprar materiales,Christopher Davis,Finalizado,Comprar materiales,49
1856,Decorar,Linda Simmons,Finalizado,Ejecutar evento,67
1857,Ejecutar evento,Elizabeth Booth,En proceso,Comprar materiales,33
1858,Ejecutar evento,David Meadows,En proceso,Ejecutar evento,61
1859,Enviar invitaciones,Brett Sims,Pendiente,Enviar invitaciones,35
1860,Decorar,Nicole Kelley,En proceso,Ejecutar evento,72
1861,Ejecutar evento,Hailey Nelson,Finalizado,Enviar invitaciones,65
1862,Ejecutar evento,Crystal Roberts,Pendiente,Enviar invitaciones,79
1863,Decorar,Susan Mcdonald,Pendiente,Enviar invitaciones,68
1864,Comprar materiales,Ryan Maxwell,Pendiente,Enviar invitaciones,27
1865,Ejecutar evento,Erik Green,Finalizado,Decorar,40
1866,Enviar invitaciones,Maria Cook,Finalizado,Enviar invitaciones,64
1867,Reservar local,Melissa Aguirre,En proceso,Ejecutar evento,50
1868,Comprar materiales,Larry Wagner,Finalizado,Enviar invitaciones,69
1869,Reservar local,Kenneth Love,En proceso,Reservar local,23
1870,Decorar,Suzanne Harrington,Finalizado,Decorar,61
1871,Comprar materiales,Deborah Holmes,Finalizado,Comprar materiales,44
1872,Enviar invitaciones,Megan Carrillo,Finalizado,Reservar local,15
1873,Enviar invitaciones,Barbara Lee,Pendiente,Ejecutar evento,88
1874,Decorar,Breanna Wright,Finalizado,Enviar invitaciones,63
1875,Ejecutar evento,Jocelyn Medina,En proceso,Decorar,68
1876,Ejecutar evento,Wesley Clark,Finalizado,Decorar,88
1877,Ejecutar evento,Lori Cochran,Finalizado,Decorar,42
1878,Ejecutar evento,Michelle Wright,Finalizado,Decorar,65
1879,Decorar,Sarah Smith,En proceso,Ejecutar evento,46
1880,Decorar,Patrick Dunlap,Pendiente,Ejecutar evento,43
1881,Reservar local,Vanessa Perez,Finalizado,Enviar invitaciones,71
1882,Ejecutar evento,Antonio Sanders,Pendiente,Reservar local,25
1883,Reservar local,Matthew Patel,Pendiente,Ejecutar evento,70
1884,Reservar local,William Martin,Pendiente,Reservar local,75
1885,Reservar local,Christopher Smith,En proceso,Comprar materiales,25
1886,Reservar local,Katrina Miller,Pendiente,Ejecutar evento,80
1887,Comprar materiales,Troy Torres,En proceso,Decorar,80
1888,Reservar local,James Hayes,En proceso,Comprar materiales,80
1889,Ejecutar evento,Jeremy Romero Jr.,Pendiente,Decorar,24
1890,Enviar invitaciones,Mary Anderson,Pendiente,Ejecutar evento,61
1891,Decorar,Robin Mckenzie,Finalizado,Reservar local,42
1892,Enviar invitaciones,Troy Hammond,En proceso,Comprar materiales,48
1893,Comprar materiales,William Walker,Finalizado,Enviar invitaciones,17
1894,Ejecutar evento,Christopher Lawson,En proceso,Decorar,18
1895,Enviar invitaciones,Mark Garcia,Pendiente,Enviar invitaciones,55
1896,Decorar,Mrs. Haley Alexander DDS,Pendiente,Decorar,21
1897,Ejecutar evento,Robert Smith,Finalizado,Comprar materiales,64
1898,Decorar,Mr. Carlos Owen,Finalizado,Ejecutar evento,40
1899,Comprar materiales,Sheena Berg,Finalizado,Reservar local,34
1900,Comprar materiales,Susan Silva,Pendiente,Reservar local,24
1901,Reservar local,Erin Shepherd,En proceso,Ejecutar evento,37
1902,Ejecutar evento,Caroline Sampson,Pendiente,Ejecutar evento,21
1903,Decorar,Kaitlyn Parker,Finalizado,Comprar materiales,18
1904,Comprar materiales,Suzanne Alvarado DVM,En proceso,Ejecutar evento,28
1905,Reservar local,Samantha Smith,Pendiente,Decorar,46
1906,Reservar local,Casey King,Pendiente,Ejecutar evento,34
1907,Comprar materiales,Laura Allen,En proceso,Comprar materiales,44
1908,Decorar,Juan Williams,Finalizado,Reservar local,52
1909,Ejecutar evento,Elizabeth Rogers,En proceso,Decorar,56
1910,Ejecutar evento,James Gibbs,En proceso,Decorar,43
1911,Decorar,Travis Dunn,Pendiente,Decorar,60
1912,Ejecutar evento,Jordan Young,En proceso,Enviar invitaciones,70
1913,Reservar local,Mark Lawrence,Pendiente,Enviar invitaciones,34
1914,Decorar,Cynthia Morris,En proceso,Ejecutar evento,80
1915,Enviar invitaciones,Donna Edwards,En proceso,Decorar,58
1916,Comprar materiales,Timothy Roberts,Pendiente,Reservar local,72
1917,Reservar local,Susan Vega,Pendiente,Reservar local,69
1918,Reservar local,Jay Pham,En proceso,Reservar local,78
1919,Enviar invitaciones,Rachel Berg,Finalizado,Reservar local,84
1920,Comprar materiales,Brenda Ward,En proceso,Reservar local,19
1921,Comprar materiales,Heidi Clark,En proceso,Ejecutar evento,32
1922,Ejecutar evento,Garrett Macdonald,Pendiente,Comprar materiales,87
1923,Enviar invitaciones,Edwin Wilson,Finalizado,Reservar local,62
1924,Reservar local,Travis Mooney,En proceso,Decorar,53
1925,Enviar invitaciones,Nancy Boone,Pendiente,Enviar invitaciones,59
1926,Decorar,Sarah Dominguez,Finalizado,Decorar,45
1927,Ejecutar evento,Amanda Dixon,En proceso,Ejecutar evento,65
1928,Decorar,Kara Calderon,Finalizado,Decorar,46
